,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,date
873,35,blue-collar,single,primary,no,109,yes,no,unknown,83,2,-1,0,unknown,2008-05-07
874,55,management,divorced,tertiary,no,552,no,no,unknown,241,2,-1,0,unknown,2008-05-07
875,32,blue-collar,divorced,primary,no,473,yes,no,unknown,204,2,-1,0,unknown,2008-05-07
876,37,unknown,single,unknown,no,414,yes,no,unknown,131,1,-1,0,unknown,2008-05-07
877,45,blue-collar,married,secondary,no,154,yes,no,unknown,1138,1,-1,0,unknown,2008-05-07
878,31,technician,married,secondary,no,344,yes,no,unknown,123,1,-1,0,unknown,2008-05-07
879,38,admin.,married,secondary,no,8,yes,no,unknown,125,1,-1,0,unknown,2008-05-07
880,37,services,married,secondary,no,78,yes,no,unknown,295,2,-1,0,unknown,2008-05-07
881,38,blue-collar,married,secondary,no,266,yes,no,unknown,287,1,-1,0,unknown,2008-05-07
882,33,housemaid,married,tertiary,no,98,yes,yes,unknown,109,1,-1,0,unknown,2008-05-07
883,38,blue-collar,married,primary,no,83,yes,no,unknown,140,2,-1,0,unknown,2008-05-07
884,37,management,single,tertiary,yes,45,yes,no,unknown,204,1,-1,0,unknown,2008-05-07
885,29,unemployed,married,tertiary,no,8,yes,no,unknown,233,1,-1,0,unknown,2008-05-07
886,42,management,married,tertiary,no,263,yes,no,unknown,254,1,-1,0,unknown,2008-05-07
887,40,blue-collar,married,secondary,no,306,yes,no,unknown,184,2,-1,0,unknown,2008-05-07
888,32,management,married,tertiary,no,233,yes,no,unknown,193,1,-1,0,unknown,2008-05-07
889,47,management,divorced,tertiary,no,447,no,yes,unknown,126,1,-1,0,unknown,2008-05-07
890,29,student,single,secondary,no,872,yes,no,unknown,230,1,-1,0,unknown,2008-05-07
891,53,services,divorced,primary,no,-291,yes,yes,unknown,591,1,-1,0,unknown,2008-05-07
892,31,services,married,tertiary,no,309,yes,yes,unknown,294,1,-1,0,unknown,2008-05-07
893,59,blue-collar,married,secondary,no,202,yes,no,unknown,173,1,-1,0,unknown,2008-05-07
894,29,entrepreneur,married,primary,no,56,yes,yes,unknown,336,1,-1,0,unknown,2008-05-07
895,59,blue-collar,married,primary,no,229,yes,yes,unknown,19,1,-1,0,unknown,2008-05-07
896,44,blue-collar,married,primary,no,143,yes,no,unknown,153,1,-1,0,unknown,2008-05-07
897,38,admin.,single,secondary,no,100,yes,no,unknown,786,1,-1,0,unknown,2008-05-07
898,49,admin.,married,secondary,no,326,yes,no,unknown,99,2,-1,0,unknown,2008-05-07
899,43,blue-collar,married,secondary,no,167,yes,no,unknown,243,1,-1,0,unknown,2008-05-07
900,52,admin.,single,secondary,no,545,yes,no,unknown,260,1,-1,0,unknown,2008-05-07
901,40,admin.,married,secondary,no,2100,yes,yes,unknown,164,2,-1,0,unknown,2008-05-07
902,32,services,married,secondary,no,0,yes,yes,unknown,255,2,-1,0,unknown,2008-05-07
903,47,admin.,married,primary,no,192,yes,no,unknown,47,1,-1,0,unknown,2008-05-07
904,33,management,married,tertiary,no,442,yes,no,unknown,463,1,-1,0,unknown,2008-05-07
905,35,management,married,tertiary,no,267,yes,no,unknown,192,1,-1,0,unknown,2008-05-07
906,27,services,single,secondary,no,0,yes,no,unknown,388,7,-1,0,unknown,2008-05-07
907,50,blue-collar,married,primary,no,377,yes,no,unknown,221,1,-1,0,unknown,2008-05-07
908,44,retired,married,secondary,no,7624,no,no,unknown,126,5,-1,0,unknown,2008-05-07
909,43,self-employed,married,primary,no,66,yes,no,unknown,175,5,-1,0,unknown,2008-05-07
910,51,blue-collar,married,unknown,no,37,yes,no,unknown,256,6,-1,0,unknown,2008-05-07
911,32,admin.,single,secondary,no,64,yes,no,unknown,202,2,-1,0,unknown,2008-05-07
912,47,management,divorced,tertiary,no,34,yes,no,unknown,104,1,-1,0,unknown,2008-05-07
913,34,admin.,divorced,secondary,no,627,yes,no,unknown,283,2,-1,0,unknown,2008-05-07
914,57,self-employed,married,primary,no,1013,yes,no,unknown,448,1,-1,0,unknown,2008-05-07
915,43,admin.,single,secondary,no,140,yes,no,unknown,127,1,-1,0,unknown,2008-05-07
916,40,services,single,tertiary,no,8823,yes,no,unknown,378,1,-1,0,unknown,2008-05-07
917,28,blue-collar,single,secondary,no,97,yes,no,unknown,67,1,-1,0,unknown,2008-05-07
918,38,blue-collar,married,unknown,no,5,yes,no,unknown,221,2,-1,0,unknown,2008-05-07
919,37,unemployed,divorced,secondary,no,74,yes,no,unknown,150,1,-1,0,unknown,2008-05-07
920,44,admin.,married,secondary,no,58544,yes,no,unknown,144,2,-1,0,unknown,2008-05-07
921,41,technician,married,secondary,no,169,yes,no,unknown,296,2,-1,0,unknown,2008-05-07
922,37,self-employed,married,tertiary,no,444,yes,no,unknown,401,2,-1,0,unknown,2008-05-07
923,30,services,single,tertiary,no,542,yes,no,unknown,435,2,-1,0,unknown,2008-05-07
924,32,blue-collar,married,secondary,no,-205,yes,no,unknown,388,1,-1,0,unknown,2008-05-07
925,30,management,single,tertiary,no,112,yes,no,unknown,245,1,-1,0,unknown,2008-05-07
926,35,services,married,secondary,no,39,no,no,unknown,143,1,-1,0,unknown,2008-05-07
927,55,blue-collar,married,secondary,no,1268,yes,no,unknown,223,2,-1,0,unknown,2008-05-07
928,52,blue-collar,married,secondary,no,-98,yes,no,unknown,423,1,-1,0,unknown,2008-05-07
929,33,admin.,married,secondary,no,44,yes,yes,unknown,231,1,-1,0,unknown,2008-05-07
930,55,retired,married,primary,no,-90,yes,yes,unknown,634,2,-1,0,unknown,2008-05-07
931,33,blue-collar,married,secondary,no,0,no,no,unknown,107,1,-1,0,unknown,2008-05-07
932,40,blue-collar,married,secondary,yes,-94,yes,yes,unknown,227,1,-1,0,unknown,2008-05-07
933,39,blue-collar,married,secondary,yes,-345,yes,no,unknown,69,1,-1,0,unknown,2008-05-07
934,54,blue-collar,married,secondary,no,-932,yes,no,unknown,799,1,-1,0,unknown,2008-05-07
935,39,blue-collar,married,primary,no,20,yes,no,unknown,109,1,-1,0,unknown,2008-05-07
936,49,blue-collar,married,secondary,no,90,yes,no,unknown,127,1,-1,0,unknown,2008-05-07
937,52,admin.,married,secondary,no,31,yes,no,unknown,120,1,-1,0,unknown,2008-05-07
938,27,management,single,tertiary,no,134,yes,yes,unknown,68,3,-1,0,unknown,2008-05-07
939,26,services,married,secondary,no,0,yes,no,unknown,180,2,-1,0,unknown,2008-05-07
940,40,blue-collar,married,secondary,no,61,yes,no,unknown,112,3,-1,0,unknown,2008-05-07
941,47,blue-collar,married,secondary,yes,-5,yes,no,unknown,444,1,-1,0,unknown,2008-05-07
942,31,services,single,secondary,no,-45,no,no,unknown,246,2,-1,0,unknown,2008-05-07
943,53,blue-collar,single,secondary,no,156,yes,yes,unknown,259,4,-1,0,unknown,2008-05-07
944,31,services,married,secondary,no,564,yes,no,unknown,223,3,-1,0,unknown,2008-05-07
945,33,admin.,married,secondary,no,-6,yes,no,unknown,566,2,-1,0,unknown,2008-05-07
946,35,services,married,secondary,no,528,no,no,unknown,274,2,-1,0,unknown,2008-05-07
947,46,entrepreneur,married,unknown,no,1481,yes,no,unknown,49,3,-1,0,unknown,2008-05-07
948,31,management,married,secondary,no,2019,no,no,unknown,380,2,-1,0,unknown,2008-05-07
949,35,technician,single,secondary,no,1855,yes,no,unknown,138,1,-1,0,unknown,2008-05-07
950,29,management,married,secondary,no,147,yes,yes,unknown,376,2,-1,0,unknown,2008-05-07
951,51,technician,married,secondary,no,220,yes,no,unknown,421,2,-1,0,unknown,2008-05-07
952,33,blue-collar,married,primary,no,198,yes,no,unknown,121,2,-1,0,unknown,2008-05-07
953,37,management,married,tertiary,no,115,no,no,unknown,36,1,-1,0,unknown,2008-05-07
954,43,admin.,single,unknown,no,87,yes,no,unknown,328,2,-1,0,unknown,2008-05-07
955,42,technician,married,tertiary,no,644,yes,no,unknown,19,1,-1,0,unknown,2008-05-07
956,28,blue-collar,married,secondary,no,225,yes,yes,unknown,866,2,-1,0,unknown,2008-05-07
957,57,retired,married,secondary,no,502,yes,no,unknown,229,3,-1,0,unknown,2008-05-07
958,38,services,married,secondary,no,-32,yes,no,unknown,154,2,-1,0,unknown,2008-05-07
959,39,blue-collar,married,primary,no,106,yes,no,unknown,56,1,-1,0,unknown,2008-05-07
960,36,technician,married,tertiary,no,301,yes,no,unknown,1581,2,-1,0,unknown,2008-05-07
961,57,retired,married,tertiary,no,906,yes,no,unknown,117,1,-1,0,unknown,2008-05-07
962,44,management,married,unknown,no,187,yes,no,unknown,185,1,-1,0,unknown,2008-05-07
963,48,services,divorced,secondary,no,852,yes,yes,unknown,202,1,-1,0,unknown,2008-05-07
964,46,blue-collar,married,primary,no,143,yes,no,unknown,279,1,-1,0,unknown,2008-05-07
965,43,admin.,married,secondary,no,71,no,no,unknown,180,5,-1,0,unknown,2008-05-07
966,49,services,married,secondary,no,1496,yes,no,unknown,218,4,-1,0,unknown,2008-05-07
967,29,services,single,secondary,no,703,yes,no,unknown,129,5,-1,0,unknown,2008-05-07
968,53,blue-collar,married,secondary,no,732,yes,no,unknown,530,2,-1,0,unknown,2008-05-07
969,30,services,single,secondary,no,21,yes,no,unknown,104,2,-1,0,unknown,2008-05-07
970,41,management,divorced,secondary,no,276,yes,no,unknown,60,1,-1,0,unknown,2008-05-07
971,33,technician,married,secondary,no,0,yes,no,unknown,432,1,-1,0,unknown,2008-05-07
972,47,blue-collar,married,primary,no,550,yes,no,unknown,113,1,-1,0,unknown,2008-05-07
973,58,retired,married,secondary,no,268,yes,no,unknown,516,1,-1,0,unknown,2008-05-07
974,31,unemployed,married,secondary,no,-825,yes,no,unknown,179,2,-1,0,unknown,2008-05-07
975,38,admin.,single,secondary,no,137,yes,yes,unknown,125,2,-1,0,unknown,2008-05-07
976,60,retired,married,secondary,no,42,yes,yes,unknown,386,2,-1,0,unknown,2008-05-07
977,33,management,single,tertiary,no,54,no,no,unknown,262,2,-1,0,unknown,2008-05-07
978,33,unemployed,single,tertiary,no,1716,yes,no,unknown,396,2,-1,0,unknown,2008-05-07
979,52,admin.,married,primary,no,270,yes,no,unknown,294,2,-1,0,unknown,2008-05-07
980,42,blue-collar,married,primary,no,803,yes,no,unknown,171,2,-1,0,unknown,2008-05-07
981,30,technician,single,secondary,no,102,yes,no,unknown,614,2,-1,0,unknown,2008-05-07
982,33,entrepreneur,divorced,tertiary,no,188,yes,no,unknown,118,3,-1,0,unknown,2008-05-07
983,46,admin.,divorced,secondary,no,207,yes,no,unknown,485,4,-1,0,unknown,2008-05-07
984,51,blue-collar,married,primary,no,1466,yes,no,unknown,406,2,-1,0,unknown,2008-05-07
985,40,unemployed,single,secondary,no,350,yes,no,unknown,287,1,-1,0,unknown,2008-05-07
986,50,admin.,married,secondary,no,159,yes,no,unknown,216,2,-1,0,unknown,2008-05-07
987,42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,650,1,-1,0,unknown,2008-05-07
988,38,technician,married,secondary,no,0,no,no,unknown,55,1,-1,0,unknown,2008-05-07
989,36,admin.,single,primary,no,91,yes,no,unknown,371,2,-1,0,unknown,2008-05-07
990,37,unemployed,divorced,primary,no,849,yes,no,unknown,166,1,-1,0,unknown,2008-05-07
991,33,management,married,tertiary,no,436,yes,no,unknown,48,1,-1,0,unknown,2008-05-07
992,38,blue-collar,single,secondary,no,-1,yes,no,unknown,72,1,-1,0,unknown,2008-05-07
993,52,blue-collar,married,tertiary,no,297,yes,no,unknown,55,1,-1,0,unknown,2008-05-07
994,29,blue-collar,married,secondary,no,313,yes,yes,unknown,144,1,-1,0,unknown,2008-05-07
995,37,blue-collar,married,primary,no,310,yes,no,unknown,474,1,-1,0,unknown,2008-05-07
996,34,admin.,married,secondary,no,475,yes,no,unknown,559,1,-1,0,unknown,2008-05-07
997,43,blue-collar,married,primary,no,61,yes,no,unknown,261,1,-1,0,unknown,2008-05-07
998,49,services,married,secondary,no,1377,yes,no,unknown,1101,1,-1,0,unknown,2008-05-07
999,33,technician,single,secondary,no,56,no,no,unknown,236,2,-1,0,unknown,2008-05-07
1000,47,admin.,married,unknown,no,0,yes,no,unknown,164,1,-1,0,unknown,2008-05-07
1001,50,technician,married,secondary,no,73,no,no,unknown,93,1,-1,0,unknown,2008-05-07
1002,30,blue-collar,single,primary,no,660,yes,no,unknown,912,2,-1,0,unknown,2008-05-07
1003,44,services,married,primary,no,-79,yes,no,unknown,179,2,-1,0,unknown,2008-05-07
1004,44,blue-collar,divorced,secondary,no,558,yes,no,unknown,485,1,-1,0,unknown,2008-05-07
1005,30,services,single,secondary,no,342,yes,no,unknown,206,2,-1,0,unknown,2008-05-07
1006,40,blue-collar,married,unknown,no,-4,yes,no,unknown,311,1,-1,0,unknown,2008-05-07
1007,41,blue-collar,married,unknown,no,225,yes,no,unknown,690,2,-1,0,unknown,2008-05-07
1008,34,blue-collar,married,primary,no,267,yes,no,unknown,362,1,-1,0,unknown,2008-05-07
1009,53,services,married,primary,no,46,yes,no,unknown,274,1,-1,0,unknown,2008-05-07
1010,35,blue-collar,married,primary,no,624,yes,no,unknown,163,1,-1,0,unknown,2008-05-07
1011,34,technician,divorced,secondary,no,1107,yes,yes,unknown,345,1,-1,0,unknown,2008-05-07
1012,39,admin.,single,secondary,no,573,yes,no,unknown,329,1,-1,0,unknown,2008-05-07
1013,39,management,single,tertiary,no,406,yes,no,unknown,68,1,-1,0,unknown,2008-05-07
1014,52,services,divorced,secondary,no,220,yes,no,unknown,143,3,-1,0,unknown,2008-05-07
1015,34,blue-collar,married,secondary,no,2308,yes,no,unknown,1062,1,-1,0,unknown,2008-05-07
1016,37,blue-collar,divorced,primary,no,139,yes,no,unknown,71,1,-1,0,unknown,2008-05-07
1017,39,admin.,married,secondary,no,367,yes,no,unknown,106,1,-1,0,unknown,2008-05-07
1018,52,entrepreneur,divorced,primary,no,278,yes,no,unknown,688,2,-1,0,unknown,2008-05-07
1019,35,blue-collar,married,primary,no,229,yes,no,unknown,103,3,-1,0,unknown,2008-05-07
1020,36,entrepreneur,married,tertiary,no,1722,yes,no,unknown,349,2,-1,0,unknown,2008-05-07
1021,48,technician,married,secondary,no,-500,yes,no,unknown,78,5,-1,0,unknown,2008-05-07
1022,31,admin.,divorced,secondary,no,308,yes,no,unknown,194,1,-1,0,unknown,2008-05-07
1023,43,technician,divorced,tertiary,no,1026,yes,yes,unknown,224,5,-1,0,unknown,2008-05-07
1024,43,blue-collar,single,primary,no,548,yes,no,unknown,98,1,-1,0,unknown,2008-05-07
1025,39,blue-collar,married,secondary,no,356,yes,yes,unknown,607,1,-1,0,unknown,2008-05-07
1026,40,technician,married,primary,no,164,yes,no,unknown,398,1,-1,0,unknown,2008-05-07
1027,58,management,married,tertiary,no,211,no,no,unknown,103,2,-1,0,unknown,2008-05-07
1028,31,blue-collar,married,primary,no,19,yes,no,unknown,241,2,-1,0,unknown,2008-05-07
1029,41,blue-collar,married,secondary,no,108,yes,yes,unknown,203,1,-1,0,unknown,2008-05-07
1030,37,management,married,tertiary,no,308,yes,no,unknown,96,3,-1,0,unknown,2008-05-07
1031,44,services,divorced,secondary,no,7,yes,yes,unknown,238,3,-1,0,unknown,2008-05-07
1032,37,technician,married,tertiary,no,16,yes,yes,unknown,153,3,-1,0,unknown,2008-05-07
1033,39,blue-collar,married,primary,no,867,yes,no,unknown,481,1,-1,0,unknown,2008-05-07
1034,41,blue-collar,single,secondary,no,277,yes,no,unknown,2177,4,-1,0,unknown,2008-05-07
1035,52,blue-collar,divorced,primary,no,196,yes,no,unknown,119,3,-1,0,unknown,2008-05-07
1036,29,blue-collar,single,primary,no,365,yes,yes,unknown,245,2,-1,0,unknown,2008-05-07
1037,60,blue-collar,divorced,secondary,no,1310,no,no,unknown,152,2,-1,0,unknown,2008-05-07
1038,32,technician,married,secondary,no,186,no,no,unknown,418,2,-1,0,unknown,2008-05-07
1039,50,services,single,primary,no,148,yes,no,unknown,198,2,-1,0,unknown,2008-05-07
1040,56,blue-collar,married,primary,no,862,yes,yes,unknown,198,2,-1,0,unknown,2008-05-07
1041,48,admin.,married,secondary,no,359,yes,no,unknown,374,1,-1,0,unknown,2008-05-07
1042,29,blue-collar,married,primary,no,190,no,no,unknown,51,1,-1,0,unknown,2008-05-07
1043,40,blue-collar,married,secondary,no,4,yes,yes,unknown,263,1,-1,0,unknown,2008-05-07
1044,42,admin.,divorced,secondary,no,0,yes,no,unknown,229,2,-1,0,unknown,2008-05-07
1045,34,blue-collar,married,secondary,no,42,yes,no,unknown,154,2,-1,0,unknown,2008-05-07
1046,23,management,single,tertiary,no,2605,yes,no,unknown,278,6,-1,0,unknown,2008-05-07
1047,30,technician,single,tertiary,no,60,yes,yes,unknown,306,5,-1,0,unknown,2008-05-07
1048,51,management,married,primary,no,98,yes,no,unknown,114,2,-1,0,unknown,2008-05-07
1049,52,technician,single,secondary,no,-181,yes,no,unknown,94,2,-1,0,unknown,2008-05-07
1050,45,technician,married,secondary,no,118,yes,no,unknown,208,2,-1,0,unknown,2008-05-07
1051,41,blue-collar,married,secondary,no,-15,yes,no,unknown,169,2,-1,0,unknown,2008-05-07
1052,27,student,single,secondary,no,671,yes,no,unknown,332,2,-1,0,unknown,2008-05-07
1053,50,blue-collar,married,secondary,no,1557,yes,no,unknown,263,6,-1,0,unknown,2008-05-07
1054,36,blue-collar,married,primary,no,-20,yes,no,unknown,353,3,-1,0,unknown,2008-05-07
1055,46,blue-collar,married,primary,no,323,yes,no,unknown,108,6,-1,0,unknown,2008-05-07
1056,44,blue-collar,married,primary,no,-171,yes,no,unknown,441,2,-1,0,unknown,2008-05-07
1057,47,blue-collar,married,secondary,no,438,yes,no,unknown,46,3,-1,0,unknown,2008-05-07
1058,40,blue-collar,married,secondary,no,316,yes,no,unknown,266,2,-1,0,unknown,2008-05-07
1059,36,services,single,secondary,no,174,yes,no,unknown,223,2,-1,0,unknown,2008-05-07
1060,46,blue-collar,married,secondary,no,442,yes,no,unknown,105,2,-1,0,unknown,2008-05-07
1061,58,technician,married,secondary,no,786,yes,no,unknown,165,3,-1,0,unknown,2008-05-07
1062,30,technician,divorced,tertiary,no,-317,yes,no,unknown,381,2,-1,0,unknown,2008-05-07
1063,43,blue-collar,married,secondary,no,667,yes,no,unknown,228,3,-1,0,unknown,2008-05-07
1064,29,services,single,secondary,no,-158,yes,no,unknown,128,2,-1,0,unknown,2008-05-07
1065,41,management,married,tertiary,no,72,yes,no,unknown,764,3,-1,0,unknown,2008-05-07
1066,44,entrepreneur,married,primary,no,58,yes,no,unknown,113,3,-1,0,unknown,2008-05-07
1067,44,services,divorced,secondary,no,396,yes,yes,unknown,396,4,-1,0,unknown,2008-05-07
1068,59,blue-collar,married,primary,no,10,yes,no,unknown,133,3,-1,0,unknown,2008-05-07
1069,39,management,single,unknown,no,2887,yes,no,unknown,42,2,-1,0,unknown,2008-05-07
1070,42,management,married,secondary,no,0,no,no,unknown,234,4,-1,0,unknown,2008-05-07
1071,31,admin.,married,secondary,no,89,no,no,unknown,297,3,-1,0,unknown,2008-05-07
1072,29,unknown,single,primary,no,50,yes,no,unknown,50,2,-1,0,unknown,2008-05-07
1073,39,blue-collar,single,secondary,no,29,yes,no,unknown,214,2,-1,0,unknown,2008-05-07
1074,44,blue-collar,married,primary,no,420,yes,no,unknown,110,2,-1,0,unknown,2008-05-07
1075,49,services,single,primary,no,114,yes,no,unknown,99,2,-1,0,unknown,2008-05-07
1076,39,housemaid,married,secondary,no,365,yes,no,unknown,274,4,-1,0,unknown,2008-05-07
1077,27,blue-collar,single,secondary,no,0,yes,no,unknown,191,4,-1,0,unknown,2008-05-07
1078,56,management,married,primary,no,-24,yes,no,unknown,305,3,-1,0,unknown,2008-05-07
1079,43,technician,married,tertiary,no,743,yes,no,unknown,134,2,-1,0,unknown,2008-05-07
1080,37,self-employed,married,primary,no,0,no,no,unknown,112,4,-1,0,unknown,2008-05-07
1081,54,technician,single,secondary,no,99,yes,no,unknown,283,3,-1,0,unknown,2008-05-07
1082,38,blue-collar,married,secondary,no,22,yes,yes,unknown,353,4,-1,0,unknown,2008-05-07
1083,31,blue-collar,married,primary,no,251,yes,no,unknown,212,2,-1,0,unknown,2008-05-07
1084,34,blue-collar,married,secondary,no,615,yes,no,unknown,225,2,-1,0,unknown,2008-05-07
1085,35,admin.,married,primary,no,136,yes,no,unknown,283,1,-1,0,unknown,2008-05-07
1086,44,blue-collar,single,unknown,no,2167,yes,no,unknown,1273,1,-1,0,unknown,2008-05-07
1087,30,blue-collar,married,secondary,no,309,yes,no,unknown,1574,2,-1,0,unknown,2008-05-07
1088,51,technician,married,secondary,no,221,yes,no,unknown,139,3,-1,0,unknown,2008-05-07
1089,37,blue-collar,married,primary,no,321,yes,no,unknown,228,2,-1,0,unknown,2008-05-07
1090,39,blue-collar,married,tertiary,no,-33,yes,no,unknown,62,5,-1,0,unknown,2008-05-07
1091,33,management,single,tertiary,no,76,yes,no,unknown,256,3,-1,0,unknown,2008-05-07
1092,37,management,divorced,tertiary,no,42,yes,no,unknown,564,3,-1,0,unknown,2008-05-07
1093,46,blue-collar,single,secondary,no,76,yes,no,unknown,245,2,-1,0,unknown,2008-05-07
1094,32,admin.,married,secondary,no,1293,yes,no,unknown,161,2,-1,0,unknown,2008-05-07
1095,43,entrepreneur,married,primary,no,526,yes,no,unknown,79,4,-1,0,unknown,2008-05-07
1096,59,housemaid,divorced,unknown,no,873,yes,no,unknown,152,3,-1,0,unknown,2008-05-07
1097,46,admin.,married,primary,no,40,yes,no,unknown,591,3,-1,0,unknown,2008-05-07
1098,47,blue-collar,married,primary,no,117,yes,no,unknown,113,2,-1,0,unknown,2008-05-07
1099,31,services,single,secondary,no,671,yes,no,unknown,193,3,-1,0,unknown,2008-05-07
1100,30,blue-collar,married,primary,no,145,yes,no,unknown,299,2,-1,0,unknown,2008-05-07
1101,38,blue-collar,married,primary,no,1807,no,no,unknown,348,3,-1,0,unknown,2008-05-07
1102,44,blue-collar,single,secondary,no,-212,yes,yes,unknown,103,4,-1,0,unknown,2008-05-07
1103,52,technician,married,unknown,no,133,yes,no,unknown,253,8,-1,0,unknown,2008-05-07
1104,29,services,single,secondary,no,566,no,no,unknown,127,2,-1,0,unknown,2008-05-07
1105,43,admin.,married,tertiary,no,1924,yes,no,unknown,244,7,-1,0,unknown,2008-05-07
1106,47,technician,married,primary,no,145,yes,no,unknown,157,6,-1,0,unknown,2008-05-07
1107,43,blue-collar,married,primary,no,487,yes,no,unknown,548,2,-1,0,unknown,2008-05-07
1108,52,blue-collar,divorced,primary,no,-57,yes,no,unknown,114,3,-1,0,unknown,2008-05-07
1109,32,services,single,secondary,no,81,yes,no,unknown,126,5,-1,0,unknown,2008-05-07
1110,40,admin.,single,secondary,no,-227,yes,no,unknown,161,3,-1,0,unknown,2008-05-07
1111,57,technician,divorced,secondary,no,2710,yes,yes,unknown,333,1,-1,0,unknown,2008-05-07
1112,30,services,divorced,secondary,no,98,yes,no,unknown,155,1,-1,0,unknown,2008-05-07
1113,48,blue-collar,married,secondary,no,1230,yes,yes,unknown,152,3,-1,0,unknown,2008-05-07
1114,46,blue-collar,married,secondary,no,78,yes,yes,unknown,145,1,-1,0,unknown,2008-05-07
1115,59,retired,divorced,primary,no,137,yes,yes,unknown,66,3,-1,0,unknown,2008-05-07
1116,50,blue-collar,married,primary,yes,354,yes,no,unknown,123,2,-1,0,unknown,2008-05-07
1117,50,blue-collar,divorced,primary,no,149,yes,no,unknown,74,1,-1,0,unknown,2008-05-07
1118,33,blue-collar,divorced,secondary,no,126,yes,no,unknown,248,3,-1,0,unknown,2008-05-07
1119,39,technician,single,unknown,no,0,yes,no,unknown,130,1,-1,0,unknown,2008-05-07
1120,57,retired,divorced,secondary,no,8266,yes,no,unknown,71,1,-1,0,unknown,2008-05-07
1121,49,blue-collar,married,unknown,no,51,yes,no,unknown,984,1,-1,0,unknown,2008-05-07
1122,41,blue-collar,married,primary,no,258,yes,no,unknown,252,1,-1,0,unknown,2008-05-07
1123,43,technician,married,primary,no,117,yes,no,unknown,84,2,-1,0,unknown,2008-05-07
1124,29,management,married,tertiary,no,199,yes,yes,unknown,1689,4,-1,0,unknown,2008-05-07
1125,56,services,married,primary,no,219,yes,no,unknown,130,4,-1,0,unknown,2008-05-07
1126,46,technician,married,secondary,no,1571,yes,no,unknown,489,2,-1,0,unknown,2008-05-07
1127,42,blue-collar,married,primary,no,223,yes,no,unknown,41,3,-1,0,unknown,2008-05-07
1128,36,blue-collar,married,primary,no,-79,no,no,unknown,159,3,-1,0,unknown,2008-05-07
1129,29,services,married,primary,no,321,yes,no,unknown,196,2,-1,0,unknown,2008-05-07
1130,43,admin.,single,secondary,no,2527,yes,no,unknown,276,4,-1,0,unknown,2008-05-07
1131,48,admin.,married,secondary,no,5,yes,no,unknown,697,2,-1,0,unknown,2008-05-07
1132,38,blue-collar,single,primary,no,20,yes,no,unknown,81,2,-1,0,unknown,2008-05-07
1133,46,blue-collar,married,secondary,no,1045,yes,yes,unknown,149,1,-1,0,unknown,2008-05-07
1134,44,blue-collar,married,secondary,no,1,yes,no,unknown,281,2,-1,0,unknown,2008-05-07
1135,28,management,married,tertiary,no,3,yes,no,unknown,122,5,-1,0,unknown,2008-05-07
1136,28,blue-collar,married,primary,no,-55,yes,no,unknown,361,2,-1,0,unknown,2008-05-07
1137,36,technician,divorced,secondary,no,141,yes,no,unknown,319,3,-1,0,unknown,2008-05-07
1138,37,blue-collar,married,secondary,no,374,yes,no,unknown,944,3,-1,0,unknown,2008-05-07
1139,56,management,married,primary,no,93,yes,no,unknown,282,2,-1,0,unknown,2008-05-07
1140,46,blue-collar,single,tertiary,no,460,yes,no,unknown,1102,2,-1,0,unknown,2008-05-07
1141,34,services,divorced,secondary,no,78,yes,no,unknown,35,3,-1,0,unknown,2008-05-07
1142,32,entrepreneur,married,secondary,no,135,yes,no,unknown,143,2,-1,0,unknown,2008-05-07
1143,33,technician,married,secondary,no,367,yes,yes,unknown,22,2,-1,0,unknown,2008-05-07
1144,36,services,single,secondary,no,248,yes,no,unknown,90,2,-1,0,unknown,2008-05-07
1145,35,services,married,secondary,no,630,yes,no,unknown,17,2,-1,0,unknown,2008-05-07
1146,44,admin.,single,secondary,no,-30,yes,no,unknown,404,5,-1,0,unknown,2008-05-07
1147,37,technician,married,secondary,no,157,yes,no,unknown,238,2,-1,0,unknown,2008-05-07
1148,48,admin.,divorced,secondary,no,268,yes,no,unknown,71,4,-1,0,unknown,2008-05-07
1149,38,blue-collar,married,secondary,no,164,yes,no,unknown,309,2,-1,0,unknown,2008-05-07
1150,44,technician,married,secondary,no,-97,yes,no,unknown,408,3,-1,0,unknown,2008-05-07
1151,31,admin.,divorced,secondary,no,53,yes,no,unknown,128,4,-1,0,unknown,2008-05-07
1152,35,management,divorced,tertiary,no,788,yes,no,unknown,297,3,-1,0,unknown,2008-05-07
1153,54,technician,divorced,secondary,no,1904,yes,yes,unknown,280,3,-1,0,unknown,2008-05-07
1154,28,admin.,single,secondary,no,260,yes,no,unknown,374,2,-1,0,unknown,2008-05-07
1155,38,unemployed,married,primary,no,447,yes,no,unknown,365,4,-1,0,unknown,2008-05-07
1156,48,technician,married,secondary,no,720,yes,no,unknown,177,3,-1,0,unknown,2008-05-08
1157,31,blue-collar,married,tertiary,no,2827,yes,no,unknown,238,3,-1,0,unknown,2008-05-08
1158,59,retired,married,unknown,no,0,no,no,unknown,425,6,-1,0,unknown,2008-05-08
1159,29,admin.,single,secondary,no,1117,yes,no,unknown,77,2,-1,0,unknown,2008-05-08
1160,28,blue-collar,married,secondary,no,597,yes,no,unknown,223,2,-1,0,unknown,2008-05-08
